Location Key,Market,Country,Region,State,City
200516,LATAM,Mexico,North,Jalisco,Tlaquepaque
200517,EU,France,Central,Ile-de-France,Saint-Denis
200518,APAC,India,Central Asia,Karnataka,Mangalore
200519,LATAM,Cuba,Caribbean,Sancti Spíritus,Sancti Spíritus
200520,LATAM,Brazil,South,Santa Catarina,Indaial
200521,EU,Norway,North,Hordaland,Bergen
200522,EMEA,Saudi Arabia,EMEA,Ar Riyad,Riyadh
200523,EU,Switzerland,Central,Lucerne,Lucerne
200524,LATAM,Paraguay,South,Central,Fernando de la Mora
200525,US,United States,Central,Indiana,Noblesville
200526,EMEA,Iran,EMEA,Hamadan,Malayer
200527,Africa,Democratic Republic of the Congo,Africa,Kasai-Oriental,Mbuji-mayi
200528,APAC,India,Central Asia,Madhya Pradesh,Gwalior
200529,APAC,China,North Asia,Fujian,Luoyang
200530,EU,United Kingdom,North,England,Southend-on-Sea
200531,EU,France,Central,Lorraine,Thionville
200532,APAC,India,Central Asia,Jammu and Kashmir,Srinagar
200533,APAC,India,Central Asia,Uttar Pradesh,Allahabad
200534,APAC,Indonesia,Southeast Asia,Jawa Barat,Bekasi
200535,Africa,Cote d'Ivoire,Africa,Haut-Sassandra,Daloa
200536,LATAM,Mexico,North,Coahuila,Saltillo
200537,US,United States,West,California,Anaheim
200538,EU,United Kingdom,North,England,Woking
200539,APAC,Philippines,Southeast Asia,Cordillera,Baguio City
200540,EMEA,Russia,EMEA,Chelyabinsk,Magnitogorsk
200541,APAC,India,Central Asia,Uttar Pradesh,Varanasi
200542,LATAM,Brazil,South,Espírito Santo,Serra
200543,EU,Italy,South,Tuscany,Florence
200544,US,United States,South,North Carolina,Raleigh
200545,EU,Italy,South,Abruzzi,Pescara
200546,US,United States,East,Rhode Island,Warwick
200547,APAC,Bangladesh,Central Asia,Chittagong,Chittagong
200548,LATAM,Mexico,North,Coahuila,Monclova
200549,EU,United Kingdom,North,England,Worthing
200550,LATAM,Brazil,South,São Paulo,Lençóis Paulista
200551,APAC,Australia,Oceania,New South Wales,Coffs Harbour
200552,EMEA,Iraq,EMEA,Baghdad,Baghdad
200553,EU,Italy,South,Apulia,San Severo
200554,LATAM,Argentina,South,San Luis,San Luis
200555,APAC,China,North Asia,Guangdong,Guangzhou
200556,APAC,India,Central Asia,Tamil Nadu,Tiruppur
200557,LATAM,Mexico,North,San Luis Potosí,San Luis Potosí
200558,EU,France,Central,Ile-de-France,Le Chesnay
200559,EMEA,Czech Republic,EMEA,Prague,Prague
200560,US,United States,Central,Michigan,Lansing
200561,EU,France,Central,Upper Normandy,Dieppe
200562,EU,France,Central,Provence-Alpes-Côte d'Azur,Gap
200563,US,United States,West,California,Redlands
200564,APAC,China,North Asia,Heilongjiang,Shuangcheng
200565,Africa,Central African Republic,Africa,Bangui,Bangui
200566,APAC,New Zealand,Oceania,Hawke's Bay,Hastings
200567,US,United States,West,California,Oakland
200568,LATAM,Mexico,North,Guanajuato,Irapuato
200569,APAC,China,North Asia,Guangdong,Xinyi
200570,APAC,India,Central Asia,Rajasthan,Bhilwara
200571,EU,Belgium,Central,Antwerp,Antwerp
200572,APAC,Australia,Oceania,New South Wales,Orange
200573,APAC,New Zealand,Oceania,Hawke's Bay,Napier
200574,LATAM,Mexico,North,Coahuila,Torreón
200575,APAC,Japan,North Asia,Chiba,Noda
200576,Africa,Benin,Africa,Ouémé,Porto-Novo
200577,EU,France,Central,Nord-Pas-de-Calais,Outreau
200578,US,United States,East,Vermont,Burlington
200579,US,United States,Central,Oklahoma,Muskogee
200580,EU,France,Central,Rhône-Alpes,Bourg-en-Bresse
200581,LATAM,Brazil,South,São Paulo,Americana
200582,EMEA,Iran,EMEA,Esfahan,Kashan
200583,APAC,Australia,Oceania,Victoria,Sunbury
200584,EU,Germany,Central,North Rhine-Westphalia,Herford
200585,US,United States,South,Virginia,Chesapeake
200586,APAC,Australia,Oceania,Queensland,Cairns
200587,EMEA,Ukraine,EMEA,L'viv,L'viv
200588,EU,Norway,North,Oslo,Oslo
200589,EMEA,Iraq,EMEA,Arbil,Arbil
200590,US,United States,West,Washington,Des Moines
200591,EU,United Kingdom,North,England,Bradford
200592,LATAM,Dominican Republic,Caribbean,San Pedro de Macorís,San Pedro de Macorís
200593,LATAM,Nicaragua,Central,Estelí,Estelí
200594,EU,Spain,South,Basque Country,San Sebastian
200595,EU,France,Central,Alsace,Schiltigheim
200596,US,United States,Central,Wisconsin,Milwaukee
200597,LATAM,Cuba,Caribbean,Pinar del Río,Consolación del Sur
200598,Africa,Morocco,Africa,Tanger-Tétouan,Tangier
200599,LATAM,Bolivia,South,Oruro,Oruro
200600,EU,Germany,Central,Bavaria,Munich
200601,APAC,India,Central Asia,Maharashtra,Malegaon
200602,EU,Germany,Central,North Rhine-Westphalia,Euskirchen
200603,APAC,Japan,North Asia,Gunma,Sakai
200604,EMEA,Russia,EMEA,Amur,Blagoveshchensk
200605,LATAM,Mexico,North,Baja California,Tijuana
200606,APAC,India,Central Asia,Telangana,Hyderabad
200607,EU,France,Central,Ile-de-France,Villeneuve-Saint-Georges
200608,APAC,Japan,North Asia,Gunma,Takasaki
200609,APAC,India,Central Asia,Chhattisgarh,Bhilai
200610,US,United States,West,California,Santa Barbara
200611,US,United States,East,New York,Rochester
200612,EMEA,Albania,EMEA,Durrës,Durres
200613,EU,Germany,Central,Hesse,Frankfurt
200614,APAC,China,North Asia,Anhui,Anqing
200615,LATAM,Mexico,North,Tamaulipas,Victoria
200616,US,United States,West,California,San Gabriel
200617,LATAM,Chile,South,Atacama,Copiapó
200618,US,United States,East,Ohio,Cincinnati
200619,LATAM,Mexico,North,Baja California,Ensenada
200620,LATAM,Dominican Republic,Caribbean,La Romana,La Romana
200621,LATAM,Martinique,Caribbean,Martinique,Fort-de-France
200622,EU,United Kingdom,North,England,Kingswood
200623,EU,Germany,Central,Rhineland-Palatinate,Trier
200624,EU,United Kingdom,North,England,Leeds
200625,APAC,China,North Asia,Guangdong,Luoyang
200626,LATAM,Brazil,South,Rio de Janeiro,Petrópolis
200627,EU,Finland,North,Uusimaa,Vantaa
200628,US,United States,East,New York,Watertown
200629,EU,France,Central,Ile-de-France,Noisy-le-Grand
200630,EMEA,Syria,EMEA,Hims,Homs
200631,APAC,China,North Asia,Liaoning,Liaoyang
200632,US,United States,South,North Carolina,Fayetteville
200633,LATAM,Brazil,South,Tocantins,Araguaína
200634,APAC,Indonesia,Southeast Asia,Bali,Denpasar
200635,EU,France,Central,Provence-Alpes-Côte d'Azur,Toulon
200636,APAC,India,Central Asia,Maharashtra,Pune
200637,US,United States,West,Arizona,Tucson
200638,US,United States,South,Florida,Miami
200639,APAC,South Korea,North Asia,Gyeonggi,Goyang
200640,APAC,India,Central Asia,Maharashtra,Kalyan
200641,APAC,Bangladesh,Central Asia,Khulna,Khulna
200642,APAC,India,Central Asia,Tamil Nadu,Avadi
200643,APAC,Indonesia,Southeast Asia,Jawa Tengah,Semarang
200644,EU,Germany,Central,Baden-Württemberg,Stuttgart
200645,EMEA,Russia,EMEA,Chelyabinsk,Chelyabinsk
200646,APAC,China,North Asia,Guangdong,Zhanjiang
200647,US,United States,South,North Carolina,Greenville
200648,APAC,China,North Asia,Hunan,Yueyang
200649,US,United States,West,Colorado,Pueblo
200650,EU,Germany,Central,Baden-Württemberg,Reutlingen
200651,EU,France,Central,Nord-Pas-de-Calais,Arras
200652,APAC,Japan,North Asia,Chiba,Matsudo
200653,LATAM,Cuba,Caribbean,Granma,Bayamo
200654,LATAM,Mexico,North,Tamaulipas,Reynosa
200655,EU,United Kingdom,North,England,Chester
200656,EU,Germany,Central,Mecklenburg-Vorpommern,Rostock
200657,EU,Belgium,Central,Namur,Namur
200658,EU,Germany,Central,North Rhine-Westphalia,Aachen
200659,EMEA,Iran,EMEA,Gilan,Rasht
200660,LATAM,Brazil,South,Maranhão,Grajaú
200661,APAC,Japan,North Asia,Saitama,Koshigaya
200662,EMEA,Lebanon,EMEA,Beirut,Beirut
200663,EU,Spain,South,Andalusía,Huelva
200664,APAC,China,North Asia,Anhui,Hefei
200665,US,United States,South,Kentucky,Louisville
200666,APAC,Philippines,Southeast Asia,National Capital,Valenzuela
200667,APAC,India,Central Asia,Tamil Nadu,Thanjavur
200668,APAC,Indonesia,Southeast Asia,Jawa Tengah,Tegal
200669,Canada,Canada,Canada,Ontario,Kitchener
200670,EU,France,Central,Ile-de-France,Sevran
200671,EU,United Kingdom,North,England,Hastings
200672,EU,Sweden,North,Halland,Halmstad
200673,EU,Netherlands,Central,North Holland,Amstelveen
200674,EU,Italy,South,Campania,Portici
200675,US,United States,East,Ohio,Toledo
200676,US,United States,West,Nevada,Sparks
200677,APAC,Australia,Oceania,South Australia,Murray Bridge
200678,APAC,China,North Asia,Shandong,Tengzhou
200679,EU,France,Central,Ile-de-France,Bagneux
200680,APAC,Indonesia,Southeast Asia,Kalimantan Timur,Balikpapan
200681,APAC,India,Central Asia,Punjab,Bhatinda
200682,LATAM,Mexico,North,Veracruz,Poza Rica de Hidalgo
200683,EU,France,Central,Alsace,Colmar
200684,EU,France,Central,Ile-de-France,Clichy-sous-Bois
200685,EU,France,Central,Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer
200686,APAC,Philippines,Southeast Asia,Calabarzon,Antipolo
200687,EU,France,Central,Picardy,Creil
200688,LATAM,Brazil,South,Parana,Curitiba
200689,Africa,Morocco,Africa,Rabat-Salé-Zemmour-Zaer,Sale
200690,APAC,Australia,Oceania,New South Wales,Albury
200691,EMEA,Turkey,EMEA,Kutahya,Kutahya
200692,APAC,China,North Asia,Heilongjiang,Daqing
200693,US,United States,South,Virginia,Waynesboro
200694,APAC,Australia,Oceania,Queensland,Rockhampton
200695,Africa,Ghana,Africa,Greater Accra,Accra
200696,LATAM,Brazil,South,Minas Gerais,Conselheiro Lafaiete
200697,APAC,China,North Asia,Jiangsu,Jiangdu
200698,LATAM,Bolivia,South,Cochabamba,Cochabamba
200699,EU,United Kingdom,North,England,Wolverhampton
200700,APAC,India,Central Asia,Maharashtra,Mumbai
200701,APAC,Australia,Oceania,Queensland,Caloundra
200702,LATAM,Chile,South,Biobio,Talcahuano
200703,LATAM,Chile,South,Santiago,Santiago
200704,Africa,Kenya,Africa,Nairobi,Nairobi
200705,US,United States,Central,Illinois,Aurora
200706,APAC,New Zealand,Oceania,Taranaki,New Plymouth
200707,EU,Italy,South,Lombardy,Sesto San Giovanni
200708,US,United States,South,Alabama,Florence
200709,APAC,China,North Asia,Hebei,Tangshan
200710,Canada,Canada,Canada,Alberta,Edmonton
200711,APAC,Australia,Oceania,New South Wales,Lismore
200712,Africa,Mali,Africa,Sikasso,Sikasso
200713,LATAM,Brazil,South,Amapá,Macapá
200714,EU,United Kingdom,North,England,Nottingham
200715,APAC,Australia,Oceania,Western Australia,Mandurah
200716,EU,Italy,South,Veneto,Venice
200717,EU,Germany,Central,North Rhine-Westphalia,Dormagen
200718,EU,Spain,South,Basque Country,Bilbao
200719,EMEA,Turkey,EMEA,Istanbul,Bagcilar
200720,EU,France,Central,Poitou-Charentes,Bressuire
200721,EU,France,Central,Ile-de-France,Houilles
200722,APAC,India,Central Asia,Maharashtra,Solapur
200723,EU,Italy,South,Tuscany,Capannori
200724,APAC,Japan,North Asia,Saitama,Kawagoe
200725,APAC,China,North Asia,Jiangsu,Yangzhou
200726,LATAM,Mexico,North,Nuevo León,Monterrey
200727,US,United States,Central,Michigan,Ann Arbor
200728,Africa,Libya,Africa,Misratah,Misratah
200729,LATAM,Mexico,North,Distrito Federal,Tlalpan
200730,LATAM,Cuba,Caribbean,Matanzas,Matanzas
200731,APAC,Vietnam,Southeast Asia,T?nh C?n Th?,Can Tho
200732,US,United States,Central,Indiana,Greenwood
200733,LATAM,Cuba,Caribbean,Las Tunas,Las Tunas
200734,US,United States,West,Arizona,Phoenix
200735,EU,France,Central,Ile-de-France,Villeneuve-le-Roi
200736,EU,France,Central,Provence-Alpes-Côte d'Azur,Vitrolles
200737,APAC,India,Central Asia,Tamil Nadu,Tiruchchirappalli
200738,APAC,China,North Asia,Hunan,Hengyang
200739,US,United States,South,Florida,Hialeah
200740,US,United States,South,Georgia,Marietta
200741,LATAM,El Salvador,Central,San Salvador,Ilopango
200742,EMEA,Turkey,EMEA,Izmir,Torbali
200743,APAC,India,Central Asia,Maharashtra,Bhiwandi
200744,APAC,New Zealand,Oceania,Manawatu-Wanganui,Palmerston North
200745,APAC,China,North Asia,Henan,Kaifeng
200746,US,United States,West,Colorado,Thornton
200747,US,United States,South,Kentucky,Georgetown
200748,LATAM,Chile,South,Valparaíso,Villa Alemana
200749,LATAM,Mexico,North,México,Tlalnepantla
200750,LATAM,Brazil,South,Rio de Janeiro,São Gonçalo
200751,US,United States,South,Kentucky,Richmond
200752,EMEA,Poland,EMEA,Silesia,Katowice
200753,LATAM,Venezuela,South,Lara,Carora
200754,EU,Spain,South,Valenciana,Orihuela
200755,US,United States,Central,Oklahoma,Tulsa
200756,EMEA,Iran,EMEA,Fars,Fasa
200757,LATAM,Trinidad and Tobago,Caribbean,San Fernando,San Fernando
200758,EU,Germany,Central,Rhineland-Palatinate,Mainz
200759,EU,Germany,Central,North Rhine-Westphalia,Gronau
200760,APAC,China,North Asia,Anhui,Bengbu
200761,EU,Ireland,North,Dublin,Dublin
200762,EU,France,Central,Provence-Alpes-Côte d'Azur,Antibes
200763,LATAM,Brazil,South,Rio Grande do Norte,Natal
200764,EU,France,Central,Brittany,Concarneau
200765,US,United States,South,Florida,Lakeland
200766,US,United States,West,California,Brentwood
200767,EU,Germany,Central,North Rhine-Westphalia,Solingen
200768,APAC,Australia,Oceania,Northern Territory,Palmerston
200769,Africa,Morocco,Africa,Marrakech-Tensift-El Haouz,Marrakech
200770,EU,Germany,Central,North Rhine-Westphalia,Cologne
200771,EU,United Kingdom,North,England,Reading
200772,APAC,China,North Asia,Hubei,Xinshi
200773,EMEA,Bulgaria,EMEA,Sofiya-Grad,Sofia
200774,EMEA,Ukraine,EMEA,Dnipropetrovs'k,Kryvyy Rih
200775,EU,France,Central,Ile-de-France,Cachan
200776,EU,United Kingdom,North,England,Carlisle
200777,US,United States,West,Utah,Pleasant Grove
200778,LATAM,Colombia,South,Quindío,Montenegro
200779,US,United States,South,North Carolina,Asheville
200780,APAC,Malaysia,Southeast Asia,Perak,Ipoh
200781,APAC,China,North Asia,Hubei,Xiaogan
200782,APAC,China,North Asia,Shanxi,Yuci
200783,EMEA,Russia,EMEA,Dagestan,Makhachkala
200784,APAC,China,North Asia,Jilin,Gongzhuling
200785,APAC,Australia,Oceania,Tasmania,Devonport
200786,EU,Germany,Central,North Rhine-Westphalia,Bottrop
200787,APAC,Indonesia,Southeast Asia,Jawa Timur,Jember
200788,APAC,China,North Asia,Jilin,Shulan
200789,EU,Germany,Central,Baden-Württemberg,Ulm
200790,EU,United Kingdom,North,England,Sheffield
200791,Africa,Algeria,Africa,Guelma,Guelma
200792,EU,Sweden,North,Stockholm,Stockholm
200793,APAC,China,North Asia,Shandong,Liaocheng
200794,EU,Austria,Central,Tyrol,Innsbruck
200795,APAC,China,North Asia,Guangdong,Shantou
200796,US,United States,Central,Illinois,Rockford
200797,LATAM,Panama,Central,Panama,Panama City
200798,LATAM,Brazil,South,Pernambuco,Cabo de Santo Agostinho
200799,EU,Germany,Central,North Rhine-Westphalia,Castrop-Rauxel
200800,EU,France,Central,Ile-de-France,Saint-Germain-en-Laye
200801,APAC,India,Central Asia,Odisha,Cuttack
200802,EU,Netherlands,Central,North Brabant,Tilburg
200803,EU,Spain,South,Madrid,Parla
200804,APAC,India,Central Asia,Punjab,Ludhiana
200805,APAC,China,North Asia,Shanxi,Xinzhou
200806,US,United States,West,Arizona,Glendale
200807,EU,France,Central,Poitou-Charentes,La Rochelle
200808,LATAM,Colombia,South,Atlántico,Soledad
200809,EMEA,Israel,EMEA,Tel Aviv,Ramat Aviv
200810,LATAM,Brazil,South,Pernambuco,Paulista
200811,APAC,Australia,Oceania,New South Wales,Wagga Wagga
200812,EU,France,Central,Languedoc-Roussillon,Lunel
200813,LATAM,Brazil,South,Paraíba,Cajazeiras
200814,APAC,China,North Asia,Shandong,Laiyang
200815,EU,France,Central,Ile-de-France,Guyancourt
200816,EU,Spain,South,Castile and León,Zamora
200817,US,United States,Central,Texas,Dallas
200818,Africa,Nigeria,Africa,Lagos,Lagos
200819,APAC,China,North Asia,Shandong,Ninghai
200820,APAC,Indonesia,Southeast Asia,Jawa Barat,Bogor
200821,EU,France,Central,Lorraine,Nancy
200822,LATAM,Colombia,South,Antioquia,Bello
200823,LATAM,Guatemala,Central,Chimaltenango,Chimaltenango
200824,Canada,Canada,Canada,Ontario,Toronto
200825,EU,Spain,South,Catalonia,El Prat de Llobregat
200826,APAC,Indonesia,Southeast Asia,Sumatera Utara,Pematangsiantar
200827,EU,Spain,South,Castile-La Mancha,Albacete
200828,LATAM,Cuba,Caribbean,Villa Clara,Santa Clara
200829,LATAM,Brazil,South,Parana,Maringá
200830,LATAM,Chile,South,Los Lagos,Osorno
200831,EU,Italy,South,Apulia,Brindisi
200832,EU,United Kingdom,North,England,Doncaster
200833,US,United States,Central,Nebraska,Fremont
200834,LATAM,Mexico,North,Nuevo León,Santa Catarina
200835,Africa,Algeria,Africa,Annaba,Annaba
200836,EU,Netherlands,Central,Utrecht,Utrecht
200837,APAC,Japan,North Asia,Nagasaki,Nagasaki
200838,APAC,Australia,Oceania,Western Australia,Albany
200839,APAC,Philippines,Southeast Asia,National Capital,Las Pinas
200840,US,United States,West,California,Westminster
200841,APAC,Malaysia,Southeast Asia,Selangor,Shah Alam
200842,EU,United Kingdom,North,England,Birmingham
200843,APAC,Vietnam,Southeast Asia,Kiên Giang,Rach Gia
200844,APAC,China,North Asia,Guangdong,Dongguan
200845,EU,France,Central,Ile-de-France,Fontainebleau
200846,LATAM,Bolivia,South,Santa Cruz,Santa Cruz de la Sierra
200847,EMEA,Ukraine,EMEA,Donetsk,Donets'k
200848,US,United States,South,North Carolina,Jacksonville
200849,EU,United Kingdom,North,Wales,Cardiff
200850,US,United States,West,Washington,Spokane
200851,EU,France,Central,Rhône-Alpes,Villeurbanne
200852,LATAM,Mexico,North,México,Nicolás Romero
200853,Africa,Zambia,Africa,Copperbelt,Chililabombwe
200854,US,United States,East,Maryland,Baltimore
200855,EU,France,Central,Ile-de-France,Nanterre
200856,APAC,China,North Asia,Xinjiang Uygur,Shihezi
200857,EU,France,Central,Rhône-Alpes,Givors
200858,LATAM,Haiti,Caribbean,Ouest,Carrefour
200859,EMEA,Romania,EMEA,Brasov,Brasov
200860,EU,France,Central,Auvergne,Vichy
200861,APAC,Japan,North Asia,Hiroshima,Kure
200862,EU,United Kingdom,North,England,Derby
200863,EU,Netherlands,Central,Gelderland,Arnhem
200864,EU,Italy,South,Lazio,Aprilia
200865,APAC,New Zealand,Oceania,Auckland,Waitakere
200866,US,United States,Central,North Dakota,Fargo
200867,US,United States,West,Colorado,Aurora
200868,APAC,Vietnam,Southeast Asia,Th? Dô Hà N?i,Hanoi
200869,EU,Belgium,Central,Limburg,Genk
200870,LATAM,Brazil,South,Pará,Castanhal
200871,EU,Italy,South,Liguria,La Spezia
200872,APAC,China,North Asia,Jiangsu,Jiangyan
200873,US,United States,East,Delaware,Wilmington
200874,US,United States,East,Connecticut,Fairfield
200875,EU,United Kingdom,North,England,Littlehampton
200876,APAC,Indonesia,Southeast Asia,Sumatera Barat,Padang
200877,APAC,China,North Asia,Henan,Yunyang
200878,APAC,India,Central Asia,Rajasthan,Fatehpur
200879,APAC,China,North Asia,Jiangsu,Changshu
200880,LATAM,Ecuador,South,Los Rios,Quevedo
200881,APAC,China,North Asia,Jiangsu,Changzhou
200882,EMEA,Saudi Arabia,EMEA,Al Jawf,Sakaka
200883,EU,France,Central,Champagne-Ardenne,Saint-Dizier
200884,EU,United Kingdom,North,England,Stourbridge
200885,LATAM,Brazil,South,Maranhão,Presidente Dutra
200886,US,United States,Central,Texas,El Paso
200887,EU,United Kingdom,North,England,Bognor Regis
200888,APAC,China,North Asia,Jiangsu,Xuzhou
200889,APAC,China,North Asia,Zhejiang,Ninghai
200890,LATAM,Barbados,Caribbean,Saint Michael,Bridgetown
200891,US,United States,South,Florida,Fort Lauderdale
200892,EU,France,Central,Picardy,Beauvais
200893,EU,United Kingdom,North,England,South Shields
200894,US,United States,East,Connecticut,Manchester
200895,LATAM,Mexico,North,Tamaulipas,Nuevo Laredo
200896,Africa,Nigeria,Africa,Kano,Kano
200897,APAC,India,Central Asia,Madhya Pradesh,Dewas
200898,EU,Spain,South,Castile-La Mancha,Puertollano
200899,US,United States,East,Massachusetts,Lawrence
200900,EU,Germany,Central,North Rhine-Westphalia,Bonn
200901,US,United States,West,California,Danville
200902,EU,France,Central,Provence-Alpes-Côte d'Azur,Arles
200903,EU,Spain,South,Murcia,Murcia
200904,EU,United Kingdom,North,England,Liverpool
200905,Africa,Morocco,Africa,Fès-Boulemane,Fes
200906,EU,United Kingdom,North,England,Farnborough
200907,APAC,China,North Asia,Sichuan,Suining
200908,EU,Germany,Central,North Rhine-Westphalia,Herne
200909,LATAM,Cuba,Caribbean,Ciego de Ávila,Ciego de Ávila
200910,EMEA,Russia,EMEA,Arkhangel'sk,Arkhangelsk
200911,EMEA,Slovenia,EMEA,Ljubljana,Ljubljana
200912,US,United States,East,Ohio,Marion
200913,APAC,Australia,Oceania,Queensland,Mount Isa
200914,EMEA,Ukraine,EMEA,Chernihiv,Nizhyn
200915,Africa,Mali,Africa,Bamako,Bamako
200916,LATAM,Uruguay,South,Montevideo,Montevideo
200917,LATAM,Mexico,North,Nayarit,Tepic
200918,EMEA,Ukraine,EMEA,Dnipropetrovs'k,Dnipropetrovs'k
