Shipping Key,Ship Mode,Shipping Cost
301163,Second Class,185.11
301164,Standard Class,185.01
301165,First Class,184.98
301166,First Class,184.92
301167,Second Class,184.84
301168,First Class,184.8
301169,Standard Class,184.78
301170,First Class,184.6
301171,Standard Class,184.56
301172,Standard Class,184.44
301173,Second Class,184.3
301174,Standard Class,184.2
301175,Standard Class,184.17
301176,Second Class,184.11
301177,Standard Class,183.9
301178,Second Class,183.86
301179,First Class,183.66
301180,Standard Class,183.59
301181,First Class,183.4
301182,Same Day,183.33
301183,Second Class,183.32
301184,First Class,183.32
301185,Second Class,183.28
301186,Standard Class,183.14
301187,Standard Class,183.08
301188,Standard Class,182.88
301189,Second Class,182.84
301190,Same Day,182.79
301191,Standard Class,182.73
301192,Second Class,182.61
301193,Standard Class,182.54
301194,First Class,182.38
301195,Second Class,182.2
301196,Standard Class,182.15
301197,First Class,182.04
301198,Second Class,181.95
301199,Second Class,181.87
301200,Standard Class,181.65
301201,First Class,181.61
301202,Standard Class,181.61
301203,First Class,181.55
301204,Standard Class,181.49
301205,Standard Class,181.45
301206,Same Day,181.42
301207,First Class,181.15
301208,Standard Class,181.12
301209,First Class,181.05
301210,Second Class,181.01
301211,Second Class,180.89
301212,Standard Class,180.82
301213,Second Class,180.53
301214,Second Class,180.52
301215,Same Day,180.5
301216,First Class,180.38
301217,First Class,180.33
301218,Same Day,180.31
301219,First Class,180.27
301220,Same Day,180.01
301221,Second Class,180.01
301222,Standard Class,179.87
301223,Same Day,179.84
301224,First Class,179.73
301225,First Class,179.69
301226,Second Class,179.62
301227,Standard Class,179.62
301228,Standard Class,179.5
301229,First Class,179.39
301230,Standard Class,179.38
301231,Same Day,178.98
301232,Second Class,178.96
301233,Standard Class,178.88
301234,Standard Class,178.77
301235,First Class,178.71
301236,Standard Class,178.63
301237,Standard Class,178.62
301238,Standard Class,178.56
301239,Same Day,178.49
301240,Standard Class,178.48
301241,Second Class,178.38
301242,Second Class,178.37
301243,Same Day,178.35
301244,First Class,178.32
301245,First Class,178.3
301246,Same Day,178.21
301247,Standard Class,178.04
301248,Second Class,177.92
301249,First Class,177.72
301250,Second Class,177.72
301251,Same Day,177.54
301252,Second Class,177.4
301253,Second Class,177.36
301254,Standard Class,177.32
301255,Same Day,177.24
301256,First Class,177.2
301257,First Class,177.15
301258,Standard Class,177.12
301259,First Class,177.07
301260,Standard Class,177.06
301261,First Class,177.04
301262,Same Day,176.88
301263,Second Class,176.85
301264,Second Class,176.78
301265,First Class,176.63
301266,Second Class,176.63
301267,Second Class,176.54
301268,Standard Class,176.47
301269,Second Class,176.43
301270,Second Class,176.37
301271,Second Class,176.21
301272,Standard Class,176.19
301273,First Class,176.18
301274,Standard Class,176.12
301275,Second Class,176.06
301276,Second Class,176.04
301277,Standard Class,176.01
301278,Second Class,175.99
301279,Same Day,175.98
301280,Same Day,175.94
301281,Second Class,175.74
301282,Standard Class,175.73
301283,Second Class,175.7
301284,Same Day,175.62
301285,Same Day,175.48
301286,First Class,175.45
301287,First Class,175.43
301288,First Class,175.41
301289,Same Day,175.36
301290,Standard Class,175.2
301291,Same Day,175.2
301292,First Class,175.16
301293,First Class,174.89
301294,Standard Class,174.87
301295,First Class,174.85
301296,Standard Class,174.8
301297,Same Day,174.68
301298,First Class,174.41
301299,First Class,173.92
301300,Second Class,173.83
301301,Second Class,173.73
301302,Standard Class,173.68
301303,First Class,173.65
301304,First Class,173.24
301305,Second Class,173.19
301306,First Class,173.17
301307,Same Day,173.13
301308,Standard Class,173.07
301309,Standard Class,173.02
301310,Second Class,173.01
301311,Standard Class,173.01
301312,Standard Class,173.0
301313,Standard Class,172.91
301314,First Class,172.82
301315,Standard Class,172.78
301316,Standard Class,172.69
301317,First Class,172.69
301318,First Class,172.64
301319,Standard Class,172.55
301320,Standard Class,172.48
301321,Standard Class,172.32
301322,First Class,172.29
301323,Second Class,172.29
301324,Second Class,172.27
301325,Standard Class,172.19
301326,First Class,172.16
301327,Standard Class,172.13
301328,Standard Class,172.07
301329,Second Class,171.99
301330,Second Class,171.98
301331,First Class,171.96
301332,First Class,171.89
301333,Same Day,171.74
301334,Second Class,171.65
301335,Standard Class,171.57
301336,Second Class,171.36
301337,First Class,171.35
301338,Same Day,171.31
301339,Second Class,171.13
301340,Standard Class,171.05
301341,First Class,170.99
301342,Standard Class,170.95
301343,Standard Class,170.85
301344,Second Class,170.77
301345,Second Class,170.7
301346,Standard Class,170.66
301347,Standard Class,170.61
301348,Standard Class,170.58
301349,Standard Class,170.41
301350,Standard Class,170.38
301351,Same Day,170.37
301352,First Class,170.36
301353,Standard Class,170.12
301354,Same Day,170.11
301355,Second Class,170.03
301356,Standard Class,169.98
301357,Second Class,169.97
301358,Standard Class,169.93
301359,Standard Class,169.9
301360,Second Class,169.8
301361,Standard Class,169.79
301362,First Class,169.71
301363,Standard Class,169.7
301364,Second Class,169.69
301365,Second Class,169.68
301366,Same Day,169.62
301367,Standard Class,169.57
301368,Standard Class,169.51
301369,Standard Class,169.49
301370,Standard Class,169.4
301371,First Class,169.22
301372,Standard Class,169.2
301373,First Class,169.12
301374,First Class,169.09
301375,First Class,169.05
301376,Standard Class,169.01
301377,Standard Class,168.98
301378,First Class,168.88
301379,First Class,168.81
301380,Second Class,168.62
301381,Standard Class,168.59
301382,Standard Class,168.55
301383,Standard Class,168.49
301384,Standard Class,167.89
301385,Second Class,167.78
301386,Second Class,167.74
301387,Same Day,167.66
301388,Standard Class,167.55
301389,Standard Class,167.35
301390,Second Class,167.11
301391,Standard Class,166.98
301392,Second Class,166.98
301393,First Class,166.97
301394,Second Class,166.93
301395,First Class,166.89
301396,Standard Class,166.71
301397,Same Day,166.67
301398,Standard Class,166.65
301399,Second Class,166.56
301400,First Class,166.45
301401,Standard Class,166.44
301402,Standard Class,166.39
301403,First Class,166.37
301404,Second Class,166.26
301405,Second Class,166.24
301406,Second Class,166.17
301407,Same Day,166.14
301408,First Class,166.09
301409,Standard Class,166.04
301410,Second Class,166.02
301411,Standard Class,165.92
301412,First Class,165.91
301413,First Class,165.71
301414,First Class,165.5
301415,Standard Class,165.47
301416,Standard Class,165.46
301417,Second Class,165.42
301418,Standard Class,165.38
301419,First Class,165.31
301420,Second Class,165.3
301421,Standard Class,165.22
301422,Same Day,165.08
301423,Standard Class,165.03
301424,Standard Class,165.0
301425,Second Class,164.92
301426,Standard Class,164.84
301427,Second Class,164.81
301428,First Class,164.79
301429,Standard Class,164.71
301430,Standard Class,164.68
301431,First Class,164.64
301432,Standard Class,164.64
301433,Standard Class,164.5
301434,Standard Class,164.45
301435,Same Day,164.45
301436,Second Class,164.39
301437,First Class,164.36
301438,Standard Class,164.33
301439,Second Class,164.16
301440,First Class,164.14
301441,First Class,164.04
301442,Standard Class,164.0
301443,First Class,163.94
301444,Standard Class,163.94
301445,Second Class,163.91
301446,Second Class,163.74
301447,Standard Class,163.7
301448,First Class,163.7
301449,Standard Class,163.54
301450,Second Class,163.5
301451,Standard Class,163.46
301452,Second Class,163.42
301453,Same Day,163.36
301454,Standard Class,163.3
301455,First Class,163.28
301456,Second Class,163.26
301457,Standard Class,163.21
301458,Second Class,163.07
301459,Standard Class,163.07
301460,Same Day,163.05
301461,Second Class,163.02
301462,Same Day,163.0
301463,First Class,163.0
301464,Standard Class,162.76
301465,Same Day,162.74
301466,First Class,162.72
301467,Standard Class,162.67
301468,Second Class,162.57
301469,First Class,162.56
301470,Standard Class,162.56
301471,Second Class,162.51
301472,Second Class,162.5
301473,Second Class,162.45
301474,First Class,162.41
301475,Standard Class,162.31
301476,First Class,162.25
301477,First Class,162.08
301478,Standard Class,161.98
301479,Standard Class,161.95
301480,Standard Class,161.92
301481,First Class,161.85
301482,Standard Class,161.76
301483,Second Class,161.71
301484,Second Class,161.69
301485,Second Class,161.63
301486,Standard Class,161.21
301487,Second Class,161.09
301488,Standard Class,161.06
301489,Second Class,161.05
301490,Same Day,161.04
301491,Standard Class,161.0
301492,Second Class,160.99
301493,Standard Class,160.66
301494,Standard Class,160.54
301495,Standard Class,160.41
301496,First Class,160.3
301497,Second Class,160.28
301498,Second Class,160.27
301499,First Class,160.19
301500,First Class,160.17
301501,Second Class,160.05
301502,First Class,159.94
301503,Standard Class,159.8
301504,First Class,159.71
301505,Standard Class,159.52
301506,Standard Class,159.5
301507,First Class,159.47
301508,First Class,159.38
301509,Standard Class,159.34
301510,First Class,159.3
301511,Second Class,159.27
301512,Same Day,159.19
301513,Same Day,159.13
301514,Standard Class,159.11
301515,Standard Class,159.0
301516,Standard Class,158.99
301517,Standard Class,158.92
301518,Same Day,158.88
301519,First Class,158.84
301520,Second Class,158.68
301521,Same Day,158.59
301522,Second Class,158.54
301523,Same Day,158.5
301524,Standard Class,158.43
301525,Second Class,158.38
301526,Standard Class,158.23
301527,Second Class,158.18
301528,Standard Class,158.1
301529,Standard Class,158.0
301530,Second Class,157.98
301531,Second Class,157.74
301532,Standard Class,157.69
301533,Same Day,157.58
301534,First Class,157.5
301535,Standard Class,157.47
301536,Second Class,157.47
301537,Same Day,157.46
301538,Standard Class,157.46
301539,Standard Class,157.41
301540,Second Class,157.36
301541,Second Class,157.34
301542,Standard Class,157.21
301543,Standard Class,157.14
301544,Second Class,156.97
301545,Second Class,156.84
301546,Same Day,156.8
301547,Standard Class,156.8
301548,First Class,156.78
301549,Standard Class,156.77
301550,Same Day,156.66
301551,Second Class,156.62
301552,First Class,156.61
301553,Second Class,156.51
301554,Standard Class,156.46
301555,Second Class,156.45
301556,First Class,156.35
301557,Second Class,156.02
301558,First Class,155.98
301559,First Class,155.94
301560,Standard Class,155.85
301561,Standard Class,155.81
301562,Second Class,155.74
301563,Same Day,155.7
301564,Standard Class,155.69
301565,Standard Class,155.64
301566,Standard Class,155.61
301567,First Class,155.51
301568,First Class,155.34
301569,Second Class,155.31
301570,First Class,155.28
301571,Standard Class,155.28
301572,Second Class,155.24
301573,Second Class,155.23
301574,Standard Class,155.15
301575,Standard Class,155.13
301576,Standard Class,154.94
301577,Same Day,154.81
301578,Standard Class,154.61
301579,Standard Class,154.56
301580,First Class,154.4
301581,Same Day,154.31
301582,Standard Class,154.25
301583,Second Class,154.18
301584,Same Day,154.11
301585,Second Class,154.1
301586,Second Class,154.07
301587,Standard Class,154.04
301588,First Class,154.0
301589,Second Class,153.99
301590,Standard Class,153.87
301591,Second Class,153.76
301592,Same Day,153.59
301593,Second Class,153.52
301594,Standard Class,153.48
301595,Second Class,153.47
301596,First Class,153.37
301597,Standard Class,153.35
301598,Second Class,153.3
301599,First Class,153.25
301600,First Class,153.16
301601,First Class,153.11
301602,First Class,153.1
301603,First Class,153.05
301604,First Class,153.02
301605,Standard Class,152.96
301606,First Class,152.89
301607,Standard Class,152.87
301608,Second Class,152.77
301609,Second Class,152.6
301610,Second Class,152.53
301611,Second Class,152.49
301612,Second Class,152.43
301613,Standard Class,152.36
301614,Standard Class,152.33
301615,Standard Class,152.31
301616,First Class,152.26
301617,First Class,152.24
301618,First Class,152.22
301619,Standard Class,152.2
301620,Standard Class,152.16
301621,Same Day,152.15
301622,First Class,152.11
301623,Standard Class,151.92
301624,Standard Class,151.9
301625,First Class,151.89
301626,Standard Class,151.88
301627,Same Day,151.84
301628,First Class,151.74
301629,Standard Class,151.73
301630,First Class,151.37
301631,First Class,151.11
301632,Same Day,151.11
301633,First Class,150.94
301634,Standard Class,150.88
301635,Second Class,150.88
301636,Second Class,150.83
301637,Standard Class,150.76
301638,Second Class,150.74
301639,Second Class,150.71
301640,Second Class,150.65
301641,Second Class,150.48
301642,First Class,150.47
301643,Second Class,150.43
301644,First Class,150.43
301645,First Class,150.41
301646,Second Class,150.41
301647,Standard Class,150.4
301648,Same Day,150.35
301649,Standard Class,150.35
301650,First Class,150.27
301651,Standard Class,150.25
301652,First Class,150.25
301653,First Class,150.2
301654,Standard Class,150.19
301655,Second Class,150.11
301656,First Class,150.11
301657,Second Class,150.08
301658,First Class,150.07
301659,Same Day,150.07
301660,Standard Class,150.07
301661,Standard Class,150.05
301662,Second Class,150.05
301663,Standard Class,150.03
301664,Standard Class,150.02
301665,First Class,149.94
301666,Same Day,149.89
301667,Standard Class,149.89
301668,First Class,149.86
301669,Standard Class,149.76
301670,First Class,149.73
301671,Standard Class,149.54
301672,Second Class,149.4
301673,Second Class,149.36
301674,First Class,149.22
301675,Second Class,149.15
301676,Second Class,149.14
301677,First Class,149.13
